Parent1,Parent2,Replication,Trait
14,24,2,16.89352
15,24,2,24.02478135
16,24,2,23.96317384
17,24,2,22.27718067
18,24,2,22.38468006
19,24,2,19.03726066
20,24,2,27.4085669
21,24,2,25.00296024
22,24,2,22.9284723
23,24,2,29.69756098
25,24,2,19.25251262
1,25,2,23.69915641
2,25,2,22.74269742
3,25,2,20.74488709
4,25,2,22.79607468
5,25,2,19.80504236
6,25,2,19.69859144
7,25,2,20.50793597
8,25,2,19.05313773
9,25,2,20.75810819
10,25,2,20.87982727
11,25,2,16.24154871
12,25,2,15.74225089
13,25,2,18.56971807
14,25,2,22.94244765
15,25,2,24.62934013
16,25,2,20.80757825
17,25,2,20.50044357
18,25,2,20.8982588
19,25,2,14.05187085
20,25,2,26.39686718
21,25,2,18.70650127
22,25,2,23.12716041
23,25,2,25.21297836
24,25,2,21.34473137
2,1,3,16.68726237
3,1,3,24.85143549
4,1,3,21.0430949
5,1,3,20.13905323
6,1,3,22.57671208
7,1,3,19.74913346
8,1,3,23.87031506
9,1,3,16.25385771
10,1,3,21.90020864
11,1,3,14.97962302
12,1,3,16.42888739
13,1,3,18.18153861
14,1,3,21.31728151
15,1,3,23.73490037
16,1,3,23.85007463
17,1,3,21.28542466
18,1,3,23.75339027
19,1,3,18.97477977
20,1,3,23.52834096
21,1,3,18.59092486
22,1,3,23.13502105
23,1,3,25.60395215
24,1,3,25.51807445
25,1,3,23.58181844
1,2,3,23.65399109
3,2,3,22.64369456
4,2,3,21.20006976
5,2,3,16.73053464
6,2,3,25.5012599
7,2,3,21.39825954
8,2,3,17.75334592
9,2,3,21.81428868
10,2,3,19.47666287
11,2,3,19.09261203
12,2,3,17.03920875
13,2,3,20.92777148
14,2,3,20.22731274
15,2,3,23.44810028
16,2,3,19.26414242
17,2,3,20.15152293
18,2,3,18.43598575
19,2,3,16.91735315
20,2,3,24.15123182
21,2,3,16.84244977
22,2,3,17.81885295
23,2,3,26.1206335
24,2,3,17.34762089
25,2,3,17.18295538
1,3,3,23.39213785
2,3,3,19.31408751
4,3,3,27.02153932
5,3,3,21.19200626
6,3,3,25.78292704
7,3,3,21.37651038
8,3,3,18.64286113
9,3,3,19.77382623
10,3,3,25.87134675
11,3,3,21.27206645
12,3,3,14.72145474
13,3,3,21.6512922
14,3,3,18.89047553
15,3,3,25.95074158
16,3,3,21.30665452
17,3,3,21.1961422
18,3,3,25.69952464
19,3,3,17.00265676
20,3,3,20.54945147
21,3,3,20.86044832
22,3,3,25.04689708
23,3,3,26.10178383
24,3,3,20.5220087
25,3,3,19.81641958
1,4,3,23.53169987
2,4,3,22.38511253
3,4,3,27.59599763
5,4,3,22.6594815
6,4,3,21.64298033
7,4,3,23.29948138
8,4,3,21.03959098
9,4,3,19.44352027
10,4,3,24.15231128
11,4,3,21.62693646
12,4,3,21.67273397
13,4,3,22.55211488
14,4,3,26.79630789
15,4,3,24.17636039
16,4,3,21.06972132
17,4,3,22.31700261
18,4,3,19.91256935
19,4,3,15.64003632
20,4,3,31.85045532
21,4,3,22.22430386
22,4,3,20.37346724
23,4,3,25.84094509
24,4,3,22.77478468
25,4,3,23.28116799
1,5,3,22.92373933
2,5,3,18.71176529
3,5,3,21.24721736
4,5,3,23.05267517
6,5,3,18.95626565
7,5,3,21.19809498
8,5,3,19.10543892
9,5,3,17.49780193
10,5,3,20.74160329
11,5,3,25.52594918
12,5,3,15.11240192
13,5,3,20.69561441
14,5,3,21.00719457
15,5,3,24.07213503
16,5,3,21.00454668
17,5,3,21.01464816
18,5,3,21.36788465
19,5,3,15.21361976
20,5,3,26.05255343
21,5,3,19.29900268
22,5,3,21.07521059
23,5,3,26.4075228
24,5,3,23.26464323
25,5,3,15.0491079
1,6,3,21.96509056
2,6,3,18.17925512
3,6,3,23.20360419
4,6,3,23.48455178
5,6,3,23.34560292
7,6,3,20.33326745
8,6,3,21.48541821
9,6,3,18.28378668
10,6,3,16.81236995
11,6,3,19.9985461
12,6,3,21.67257403
13,6,3,19.66039967
14,6,3,21.64789935
15,6,3,22.84853892
16,6,3,18.56935173
17,6,3,16.30539861
18,6,3,24.53702758
19,6,3,17.03286494
20,6,3,20.96767343
21,6,3,18.78586505
22,6,3,20.62462348
23,6,3,22.8067572
24,6,3,24.58111954
25,6,3,20.05177402
1,7,3,22.99288732
2,7,3,21.33706909
3,7,3,19.92287507
4,7,3,23.02753216
5,7,3,17.46219047
6,7,3,21.60728086
8,7,3,21.84887844
9,7,3,18.38278078
10,7,3,21.75809175
11,7,3,21.78378487
12,7,3,16.72569838
13,7,3,20.21615347
14,7,3,26.65235994
15,7,3,22.92763844
16,7,3,16.87028766
17,7,3,20.43801978
18,7,3,17.32800191
19,7,3,15.31139985
20,7,3,25.21444136
21,7,3,23.37180189
22,7,3,19.51114368
23,7,3,30.83193079
24,7,3,22.94201586
25,7,3,21.55019166
1,8,3,26.1448389
2,8,3,17.79578339
3,8,3,21.33987747
4,8,3,23.2314051
5,8,3,17.47270866
6,8,3,17.26335018
7,8,3,28.04755186
9,8,3,21.59911906
10,8,3,18.99414227
11,8,3,16.87687708
12,8,3,19.26210718
13,8,3,19.38067895
14,8,3,17.12628767
15,8,3,20.93006011
16,8,3,21.00872762
17,8,3,18.18924871
18,8,3,22.25685342
19,8,3,19.62915754
20,8,3,25.06883063
21,8,3,20.00033706
22,8,3,21.47634299
23,8,3,27.71173533
24,8,3,22.59146957
25,8,3,20.87672484
1,9,3,19.40679802
2,9,3,19.12928196
3,9,3,18.76057552
4,9,3,20.58631041
5,9,3,19.99278352
6,9,3,14.15173504
7,9,3,16.80894669
8,9,3,15.72033853
10,9,3,23.9786104
11,9,3,16.8317878
12,9,3,19.66821122
13,9,3,16.27116637
14,9,3,21.31983889
15,9,3,18.43144485
16,9,3,18.18531212
17,9,3,21.39029606
18,9,3,21.26977574
19,9,3,15.21884161
20,9,3,25.35999919
21,9,3,17.64245349
22,9,3,19.74028
23,9,3,25.70558459
24,9,3,23.10253804
25,9,3,20.11273331
1,10,3,20.13968414
2,10,3,18.49685269
3,10,3,22.73218805
4,10,3,21.36397903
5,10,3,22.86771261
6,10,3,18.08555153
7,10,3,24.40074327
8,10,3,14.07486776
9,10,3,23.6937738
11,10,3,21.03598827
12,10,3,20.25202344
13,10,3,20.25596916
14,10,3,23.8311356
15,10,3,23.49923584
16,10,3,23.22811844
17,10,3,19.12999173
18,10,3,22.93425986
19,10,3,19.39830128
20,10,3,29.59019517
21,10,3,22.94477218
22,10,3,25.06674777
23,10,3,28.11927593
24,10,3,22.0375272
25,10,3,18.83918387
1,11,3,18.04908218
2,11,3,19.64810896
3,11,3,20.1400635
4,11,3,25.67060954
5,11,3,18.65201327
6,11,3,16.87290216
7,11,3,20.93323474
8,11,3,15.83059415
9,11,3,17.56701881
10,11,3,26.27418603
12,11,3,17.90817678
13,11,3,17.67688081
14,11,3,21.31946752
15,11,3,22.28947802
16,11,3,15.5781938
17,11,3,16.35814708
18,11,3,19.61918389
19,11,3,16.52523502
20,11,3,22.90999557
21,11,3,17.31843499
22,11,3,16.90875294
23,11,3,20.94150761
24,11,3,20.35435016
25,11,3,20.53730413
1,12,3,17.96887274
2,12,3,12.4180231
3,12,3,18.92585237
4,12,3,23.19867616
5,12,3,15.07695807
6,12,3,18.12181039
7,12,3,16.54274154
8,12,3,17.36574542
9,12,3,17.95448443
10,12,3,21.12986333
11,12,3,15.95514599
13,12,3,16.15204916
14,12,3,21.27105482
15,12,3,20.66582002
16,12,3,16.44999661
17,12,3,19.48063765
18,12,3,15.7461971
19,12,3,17.01742547
20,12,3,24.67830416
21,12,3,13.48774536
22,12,3,19.82291179
23,12,3,20.0767671
24,12,3,18.37288542
25,12,3,15.45860497
1,13,3,21.20513879
2,13,3,22.64187917
3,13,3,18.52042784
4,13,3,20.09941941
5,13,3,20.97690163
6,13,3,18.63547186
7,13,3,20.1408432
8,13,3,17.80513403
9,13,3,16.77955183
10,13,3,22.50213116
11,13,3,20.82590309
12,13,3,14.17963208
14,13,3,21.30243749
15,13,3,17.89980628
16,13,3,21.7915554
17,13,3,20.53167125
18,13,3,15.95111128
19,13,3,15.04937342
20,13,3,26.37250744
21,13,3,20.57745599
22,13,3,19.81012446
23,13,3,28.54577708
24,13,3,20.2654705
25,13,3,15.56842343
1,14,3,18.81753331
2,14,3,21.75979821
3,14,3,20.98260955
4,14,3,25.17995121
5,14,3,22.2351061
6,14,3,25.19351173
7,14,3,21.05735471
8,14,3,20.77718965
9,14,3,18.81693429
10,14,3,22.91918308
11,14,3,17.86548045
12,14,3,18.98044407
13,14,3,23.32805686
15,14,3,21.03943267
16,14,3,19.07616271
17,14,3,18.597765
18,14,3,19.91125975
19,14,3,23.21047032
20,14,3,22.21974396
21,14,3,25.99368345
22,14,3,23.61221226
23,14,3,28.61144601
24,14,3,18.6354284
25,14,3,23.0015873
1,15,3,24.97245424
2,15,3,23.47468806
3,15,3,27.64658718
4,15,3,23.86232824
5,15,3,26.00923888
6,15,3,21.09488163
7,15,3,21.7370204
8,15,3,18.24371199
9,15,3,24.45229629
10,15,3,23.35322721
11,15,3,24.0914148
12,15,3,19.9829202
13,15,3,18.85379169
14,15,3,22.47029795
16,15,3,18.90811685
17,15,3,24.93690858
18,15,3,19.85746657
19,15,3,23.7037639
20,15,3,27.61602518
21,15,3,21.16446998
22,15,3,25.61207737
23,15,3,27.88355991
24,15,3,21.65699895
25,15,3,23.66086005
1,16,3,21.45195561
2,16,3,21.73624626
3,16,3,16.77338876
4,16,3,19.59777548
5,16,3,20.12866919
6,16,3,18.30164779
7,16,3,17.0361469
8,16,3,21.61226183
9,16,3,12.43101466
10,16,3,24.09198454
11,16,3,13.62543633
12,16,3,13.22697598
13,16,3,20.10072561
14,16,3,18.38894303
15,16,3,17.57704678
17,16,3,18.09588944
18,16,3,20.8513157
19,16,3,14.72458893
20,16,3,21.51300872
21,16,3,19.56065754
22,16,3,21.76740205
23,16,3,26.07975742
24,16,3,17.17915368
25,16,3,20.8423692
1,17,3,26.47259477
2,17,3,18.24597167
3,17,3,20.59003214
4,17,3,28.81546423
5,17,3,21.50980633
6,17,3,18.17578769
7,17,3,18.45457168
8,17,3,19.06791777
9,17,3,18.8355155
10,17,3,19.81527068
11,17,3,19.32975963
12,17,3,16.34675606
13,17,3,22.25499612
14,17,3,17.00393455
15,17,3,23.34186419
16,17,3,18.01458235
18,17,3,21.29924026
19,17,3,13.64453076
20,17,3,25.71395535
21,17,3,18.58607543
22,17,3,19.27604044
23,17,3,20.58365322
24,17,3,25.26611232
25,17,3,20.27022603
1,18,3,24.26445171
2,18,3,20.38253979
3,18,3,22.5730558
4,18,3,20.55719617
5,18,3,23.74854838
6,18,3,24.25544042
7,18,3,21.71799373
8,18,3,23.67424184
9,18,3,21.54003791
10,18,3,22.79099995
11,18,3,19.08979473
12,18,3,16.19222778
13,18,3,18.95896977
14,18,3,23.21464296
15,18,3,24.08196891
16,18,3,18.9164016
17,18,3,21.34669686
19,18,3,21.58889683
20,18,3,24.19500041
21,18,3,18.76047183
22,18,3,20.51308573
23,18,3,26.89405796
24,18,3,19.79282985
25,18,3,19.88295053
1,19,3,18.49783664
2,19,3,15.66909654
3,19,3,22.87203362
4,19,3,17.09751696
5,19,3,16.25730277
6,19,3,13.25603194
7,19,3,16.5920947
8,19,3,18.13512796
9,19,3,16.83021352
10,19,3,16.93006564
11,19,3,15.50309535
12,19,3,14.58506461
13,19,3,13.26591096
14,19,3,19.44338607
15,19,3,17.44571791
16,19,3,16.32496825
17,19,3,20.10684747
18,19,3,18.89057824
20,19,3,23.81868971
21,19,3,13.79900611
22,19,3,22.33429093
23,19,3,26.28603912
24,19,3,17.1853621
25,19,3,17.41508304
1,20,3,26.60239538
2,20,3,27.05189687
3,20,3,25.51128263
4,20,3,28.10874085
5,20,3,26.46355228
6,20,3,22.01711485
7,20,3,26.12540016
8,20,3,26.09746626
9,20,3,21.49515762
10,20,3,31.74987913
11,20,3,20.54395557
12,20,3,14.50367346
13,20,3,24.89332152
14,20,3,26.62582136
15,20,3,26.37597593
16,20,3,24.5452746
17,20,3,24.63942227
18,20,3,27.09052807
19,20,3,22.17394667
21,20,3,22.83587184
22,20,3,28.71737743
23,20,3,29.69787008
24,20,3,27.03382027
25,20,3,26.38962856
1,21,3,17.26850513
2,21,3,17.61041096
3,21,3,21.58801353
4,21,3,20.40436499
5,21,3,15.44536523
6,21,3,18.28767423
7,21,3,18.87102393
8,21,3,19.15345265
9,21,3,19.30443726
10,21,3,23.48105885
11,21,3,20.03221636
12,21,3,14.93721667
13,21,3,21.77717009
14,21,3,21.5506449
15,21,3,22.89108087
16,21,3,23.48278222
17,21,3,21.27679608
18,21,3,18.83598977
19,21,3,17.25896672
20,21,3,23.38282523
22,21,3,17.47121325
23,21,3,23.61715696
24,21,3,22.63172452
25,21,3,18.61541492
1,22,3,24.6784447
2,22,3,20.6053362
3,22,3,24.30717185
4,22,3,23.79600255
5,22,3,18.12467484
6,22,3,20.16345998
7,22,3,24.93639104
8,22,3,20.75309543
9,22,3,18.18195321
10,22,3,23.93912024
11,22,3,21.73761764
12,22,3,16.35451709
13,22,3,19.55938901
14,22,3,24.99000007
15,22,3,24.99276509
16,22,3,21.79920248
17,22,3,23.91141656
18,22,3,21.60505979
19,22,3,21.99163905
20,22,3,28.86960227
21,22,3,17.59999281
23,22,3,30.69552473
24,22,3,23.09059177
25,22,3,21.92319433
1,23,3,28.12590865
2,23,3,26.75578049
3,23,3,25.63116734
4,23,3,30.490169
5,23,3,25.93898047
6,23,3,27.18440008
7,23,3,31.63815418
8,23,3,25.71650078
9,23,3,29.06108717
10,23,3,24.26592541
11,23,3,24.48501295
12,23,3,24.03048238
13,23,3,26.61336441
14,23,3,31.54714373
15,23,3,29.3581921
16,23,3,23.75655028
17,23,3,21.82506058
18,23,3,25.31204902
19,23,3,19.94011168
20,23,3,29.36454832
21,23,3,22.91538458
22,23,3,30.24684779
24,23,3,29.58228333
25,23,3,24.29436618
1,24,3,25.62733115
2,24,3,18.44732473
3,24,3,22.40252575
4,24,3,22.25187839
5,24,3,20.97039338
6,24,3,20.70479769
7,24,3,24.21993307
8,24,3,25.47153799
9,24,3,23.1836727
10,24,3,18.88273014
11,24,3,20.58931492
12,24,3,17.36630684
13,24,3,20.20321537
14,24,3,24.05545672
15,24,3,25.53489821
16,24,3,21.88891657
17,24,3,24.1283615
18,24,3,22.49674818
19,24,3,20.76043268
20,24,3,26.51341032
21,24,3,25.33739967
22,24,3,21.92716265
23,24,3,27.97769748
25,24,3,20.99793232
1,25,3,24.3022934
2,25,3,19.08528858
3,25,3,17.34157004
4,25,3,20.08707493
5,25,3,19.85813066
6,25,3,12.47381393
7,25,3,19.67168403
8,25,3,20.88486765
9,25,3,21.44909955
10,25,3,19.10690657
11,25,3,19.44551652
12,25,3,13.27910908
13,25,3,14.53114168
14,25,3,22.32850229
15,25,3,24.70020451
16,25,3,19.18075906
17,25,3,20.61601745
18,25,3,18.50222172
19,25,3,14.94962022
20,25,3,21.82409684
21,25,3,18.05950783
22,25,3,22.58014723
23,25,3,23.43529201
24,25,3,20.17333352
